Customer_Name,Gender,Salary,Area,Sub_category,Brand,Price,Quantity,Order Date,Recency,History,Offer,Profit
Nina Yaklin,Male,67437,Urban,Casual Cloths,ATHL,999,2,10-09-2017,2,18456.9,67,-1143.891
Vivienne Torrain,Female,64633.63,Surburban,Casual Cloths,ATHL,999,1,08-04-2017,2,6993,67,15.7584
Jacob Kippel,Female,43937.03,Urban,Casual Cloths,ATHL,999,1,08-04-2017,10,1708.7,67,1264.7559
Tula Nahmias,Male,58439.4,Urban,Casual Cloths,ATHL,999,2,28-11-2016,10,12449.5,67,-5.6994
Berry Scandalis,Male,62552.61,Urban,Casual Cloths,ATHL,999,1,02-06-2016,11,35403.9,67,-12.9568
Melvin Setter,Male,59718.54,Surburban,Casual Cloths,ATHL,999,1,19-03-2016,6,9386.3,67,6.8908
Brianne Matsumura,Male,23539.2,Urban,Casual Cloths,ATHL,999,2,19-03-2016,9,22787.1,63,6.9088
Eugene Pelzer,Female,40941.28,Urban,Casual Cloths,ATHL,599,1,20-08-2017,1,8514.8,63,10.4754
Margery Rohrs,Male,32908.76,Urban,Casual Cloths,ATHL,899,3,25-07-2017,9,2962.4,76,9.5081
Noel Sarra,Male,28486.48,Rural,Casual Cloths,ATHL,899,2,26-08-2016,7,210,73,100.196
Beula Lingo,Female,53982.8,Surburban,Casual Cloths,ATHL,599,1,15-08-2016,10,2379.3,64,22.5296
Sheridan Mckenize,Male,9622.6,Urban,Casual Cloths,ATHL,999,3,19-05-2017,10,295.4,71,4.068
Dino Meinert,Female,25277.41,Urban,Casual Cloths,ATHL,599,2,19-05-2017,2,2321.9,58,98.2722
Rebbeca Rubinstein,Female,25717.18,Surburban,Casual Cloths,ATHL,599,2,19-05-2017,9,2676.1,63,374.6286
Celia Reisling,Female,44153.62,Urban,Casual Cloths,ATHL,999,3,19-05-2017,3,126.7,77,140.5957
Stefania Weatherwax,Male,69617.61,Surburban,Casual Cloths,ATHL,799,1,12-08-2017,10,27920.2,69,7.2576
Leah Luchterhand,Male,63326.39,Rural,Casual Cloths,ATHL,999,1,13-08-2017,8,1875.3,67,8.4888
Billy Selma,Male,2081.25,Surburban,Casual Cloths,ATHL,999,1,13-08-2017,4,17558.8,71,22.6233
Doug Lucore,Female,51917.4,Urban,Casual Cloths,ATHL,999,1,13-08-2017,11,6308.4,67,15.4752
Veronica Mcclodden,Male,1708.05,Surburban,Casual Cloths,ATHL,999,1,13-08-2017,1,7413.7,67,9.2568
Laquanda Kho,Male,83756.22,Surburban,Casual Cloths,ATHL,999,1,10-11-2016,9,800.8,59,-3.312
Mohammad Poitra,Male,71019.18,Surburban,Casual Cloths,ATHL,999,1,10-11-2016,3,8788.5,67,-2.436
Mozell Westad,Male,75652.89,Surburban,Casual Cloths,ATHL,999,1,12-06-2017,3,875.7,67,1.068
Bronwyn Bridgford,Male,76230.34,Surburban,Casual Cloths,ATHL,999,2,22-03-2014,10,11324.6,67,23.235
Jeff Brossoit,Female,73561.98,Surburban,Casual Cloths,ATHL,899,1,22-03-2014,1,1949.5,74,-35.3646
Shantay Hopman,Male,72132.14,Surburban,Sports Cloths,ATHL,999,1,15-06-2017,8,13361.6,67,1.7466
Chantay Jirsa,Female,70245.02,Surburban,Casual Cloths,ATHL,999,2,16-11-2017,10,25003.3,67,24.3384
Keneth Stpierrie,Male,68441.72,Surburban,Casual Cloths,ATHL,999,1,29-12-2017,1,2647.4,67,2.9547
Alton Rampy,Male,73040.9,Surburban,Casual Cloths,ATHL,999,1,21-01-2016,1,2842.7,67,-5.7588
Patrick Teisberg,Female,60677.58,Rural,Casual Cloths,ATHL,999,2,21-01-2016,8,2464,67,76.0116
Theron Merriam,Female,69752.43,Urban,Casual Cloths,ATHL,599,1,15-01-2016,2,17528,63,24.5998
Pilar Seelig,Male,72869.08,Surburban,Casual Cloths,ATHL,899,1,15-01-2016,3,5049.1,76,1.3514
Lashunda Argiro,Male,3181.31,Urban,Casual Cloths,ATHL,899,1,15-01-2016,11,14628.6,73,91.7892
Verda Chiphe,Female,70532.47,Surburban,Casual Cloths,ATHL,599,3,19-09-2016,8,29040.2,64,12.72
Ashley Tropp,Male,73219.36,Urban,Casual Cloths,ATHL,999,1,19-09-2016,9,315,71,8.0997
Vesta Havely,Female,63924.79,Surburban,Casual Cloths,ATHL,599,2,21-02-2014,10,20220.2,58,-13.7175
Emogene Ritthaler,Female,24698.55,Surburban,Casual Cloths,ATHL,599,1,11-11-2016,7,21377.3,63,2.2272
Shayne Mordhorst,Female,39832.9,Surburban,Casual Cloths,ATHL,999,3,30-01-2016,9,10648.4,65,5.8914
Franchesca Charry,Female,6695.88,Rural,Suits,ATHL,799,2,18-10-2016,6,3915.1,69,-34.641
Elmira Ringlein,Male,1555.41,Surburban,Casual Cloths,ATHL,999,1,18-12-2017,8,19385.1,67,1.7901
Destiny Madlem,Female,50695,Surburban,Casual Cloths,ATHL,999,1,18-12-2017,9,975.1,71,6.2208
Gaston Szumski,Male,65494.07,Surburban,Casual Cloths,ATHL,999,2,18-12-2017,11,12695.9,67,15.552
Ronna Mittler,Male,12726.22,Surburban,Casual Cloths,ATHL,999,1,02-11-2017,1,5519.5,67,10.7325
Angelica Poisso,Male,73539.2,Urban,Casual Cloths,ATHL,999,2,29-04-2014,10,10606.4,67,12.99
Magdalene Cocherell,Male,78400.21,Surburban,Casual Cloths,ATHL,999,2,23-10-2017,11,13787.9,67,5.6644
Erasmo Gath,Female,35981.04,Surburban,Casual Cloths,ATHL,999,1,23-10-2017,5,3255.7,67,11.88
Rosalia Ziv,Female,39261.65,Surburban,Casual Cloths,ATHL,999,2,23-10-2017,1,8711.5,67,29.0136
Lyda Cronholm,Male,63269.5,Urban,Casual Cloths,ATHL,999,1,23-10-2017,9,4121.6,67,10.0464
Lisandra Stueber,Male,47776.87,Urban,Casual Cloths,ATHL,899,2,30-03-2014,11,18875.5,74,20.853
Sabina Prok,Male,46609.32,Urban,Casual Cloths,ATHL,999,3,04-01-2016,8,34000.4,67,119.996
Elenore Gomoran,Male,43169.14,Urban,Casual Cloths,ATHL,999,1,26-04-2015,10,18628.4,67,-5.8346
Brynn Capra,Male,17867.35,Rural,Casual Cloths,ATHL,999,1,12-09-2015,9,3925.6,67,59.998
Leeann Flory,Female,66291.69,Surburban,Casual Cloths,ATHL,999,1,12-09-2015,4,13031.9,67,6.048
Janet Steimer,Male,62561.11,Rural,Casual Cloths,ATHL,999,1,11-09-2017,3,2119.6,67,84.9436
Lewis Mellom,Male,61745.48,Surburban,Casual Cloths,ATHL,999,1,12-06-2016,6,35945.7,67,8.381
Jestine Driscol,Male,62070.73,Urban,Casual Cloths,ATHL,1999,1,27-06-2016,1,13288.8,55,12.1758
Tatum Parks,Male,63640.97,Urban,Casual Cloths,ATHL,999,1,27-06-2016,3,173.6,67,-7.7094
Kayleigh Bendle,Male,63522.35,Urban,Casual Cloths,ATHL,599,1,26-09-2014,9,2288.3,59,80.6312
Lili Imondi,Male,46363.79,Surburban,Suits,ATHL,799,1,03-11-2017,9,29733.2,69,3.852
Sunshine Senechal,Female,45472.29,Surburban,Casual Cloths,ATHL,799,4,03-11-2017,3,6014.4,68,14.148
Remona Heier,Male,36419.4,Urban,Casual Cloths,ATHL,599,2,03-11-2017,6,614.6,64,6.8724
Gail Carris,Male,30191.6,Rural,Casual Cloths,ATHL,799,1,19-02-2017,11,33653.2,69,0.2244
Dong Oropeza,Female,34430.63,Surburban,Casual Cloths,ATHL,999,2,05-11-2015,3,1648.5,71,24.196
Larue Ocacio,Male,4931.46,Urban,Casual Cloths,ATHL,599,2,16-06-2014,2,5548.9,59,19.458
Goldie Sonkens,Female,28347.19,Rural,Suits,ATHL,999,2,16-06-2014,2,2750.3,55,10.5
Shelia Plues,Male,31561.95,Urban,Casual Cloths,ATHL,999,1,16-06-2014,6,459.2,65,14.3376
Narcisa Araiza,Male,30345.85,Surburban,Casual Cloths,ATHL,599,1,12-10-2015,5,23618.7,62,35.2872
Evelynn Frede,Female,25099.68,Urban,Casual Cloths,ATHL,899,1,12-10-2015,9,2961.7,66,5.652
Arlean Calaf,Female,63151.12,Surburban,Casual Cloths,ATHL,999,1,12-10-2015,2,2131.5,55,71.2692
Tamra Yu,Female,28143.79,Rural,Casual Cloths,ATHL,999,1,27-08-2017,1,12409.6,71,0.372
Dusti Maricle,Male,796.88,Surburban,Casual Cloths,ATHL,799,1,23-11-2016,1,22253.7,68,2.37
Aracelis Donham,Male,46587,Urban,Casual Cloths,ATHL,899,1,23-11-2016,9,3367.7,61,3.9512
Filiberto Fredrikson,Female,7297.05,Urban,Casual Cloths,ATHL,999,1,23-11-2016,3,10318.7,59,12.3284
Leana Stackpole,Female,7504.08,Rural,Casual Cloths,ATHL,599,1,30-01-2017,10,25438,59,6.465
Man Homer,Male,51121.38,Urban,Casual Cloths,ATHL,799,1,30-11-2015,1,14212.8,69,-5.823
Lennie Asley,Female,7847.8,Surburban,Casual Cloths,ATHL,899,1,28-06-2014,2,1786.4,61,3.04
Arletta Naomi,Male,50853.03,Surburban,Casual Cloths,ATHL,899,1,02-09-2014,12,1022,61,8.955
Chana Perera,Female,64625.62,Surburban,Casual Cloths,ATHL,799,1,02-09-2014,2,3031.7,69,4.9497
Nell Pao,Male,4146,Urban,Suits,ATHL,799,1,10-07-2017,11,5511.1,69,7.9128
Antonio Heilig,Male,37311.56,Surburban,Casual Cloths,ATHL,999,1,04-06-2017,12,1327.2,57,2.5056
Sueann Mandril,Male,22871.32,Surburban,Casual Cloths,ATHL,999,1,18-11-2017,9,9562,71,8.2992
Alayna Hoyal,Male,53272.06,Urban,Casual Cloths,ATHL,599,1,08-08-2015,1,26120.5,59,2.2302
Talia Marthe,Male,67838.02,Urban,Casual Cloths,ATHL,699,1,08-08-2015,6,1390.2,64,2.73
Pansy Kopan,Female,8149.6,Urban,Casual Cloths,ATHL,599,1,08-08-2015,7,3800.3,59,10.8588
Royce Saik,Female,35062.29,Urban,Casual Cloths,ATHL,999,1,06-12-2016,8,11736.9,63,13.7193
Cherelle Sorrel,Male,7923.15,Urban,Casual Cloths,ATHL,599,1,06-12-2016,4,15170.4,63,26.9985
Dudley Dibartolo,Female,65245.62,Urban,Casual Cloths,ATHL,999,2,06-12-2016,2,14853.3,57,16.1505
Nettie Aldaco,Female,39165.49,Surburban,Casual Cloths,ATHL,599,1,06-12-2016,5,29089.9,64,15.3426
Carline Bulcao,Male,38342.99,Urban,Casual Cloths,ATHL,999,3,06-12-2016,1,658.7,63,116.5976
Shanda Lunger,Female,44620.54,Surburban,Casual Cloths,ATHL,999,3,06-12-2016,5,9614.5,63,89.159
Emilio Withers,Male,39665.92,Urban,Casual Cloths,ATHL,599,1,06-12-2016,11,1455.3,59,19.4376
Lovetta Study,Male,64925.49,Rural,Casual Cloths,ATHL,899,1,25-03-2017,2,4092.2,73,14.5584
Felice Gone,Female,7969,Urban,Casual Cloths,ATHL,599,2,25-03-2017,4,7773.5,59,427.4368
Stefania Leadbeater,Male,3132.25,Surburban,Casual Cloths,ATHL,999,1,25-03-2017,10,8100.4,59,40.5867
Margarita Orloski,Male,48465.28,Rural,Casual Cloths,ATHL,899,1,19-11-2017,3,19474,61,76.2525
Paul Farrin,Female,10706.47,Urban,Casual Cloths,ATHL,999,4,19-11-2017,9,15221.5,67,7.106
Anglea Tritten,Male,10557.25,Urban,Casual Cloths,ATHL,599,1,04-11-2016,1,8831.9,59,16.4647
Ona Bowhall,Female,26146.43,Urban,Casual Cloths,ATHL,999,1,14-12-2017,7,29677.9,63,11.025
Germaine Hascall,Male,69738.77,Rural,Casual Cloths,ATHL,799,1,14-12-2017,10,3021.9,69,22.736
Vicky Schellenberge,Male,24899.67,Urban,Casual Cloths,ATHL,599,1,14-12-2017,10,5249.3,59,20.539
Carolann Gross,Female,5009,Surburban,Casual Cloths,ATHL,599,1,12-11-2017,10,244.3,59,13
Rusty Adelsperger,Male,4944,Urban,Casual Cloths,TOM_BU,399,1,12-11-2017,6,6621.3,25,8.381
Cassandra Bludworth,Female,34262.41,Surburban,Casual Cloths,TOM_BU,299,1,12-11-2017,10,10544.8,5,9.9652
Teresita Gesell,Female,2251.2,Surburban,Casual Cloths,TOM_BU,1097,1,12-11-2017,8,33586.7,20,-5.6784
Evangelina Gius,Male,1687.5,Surburban,Casual Cloths,TOM_BU,398,1,12-11-2017,3,4778.9,3,0.693
Marlon Tromblay,Female,1729.75,Urban,Casual Cloths,TOM_BU,399,1,12-11-2017,6,8629.6,41,50.3988
Quiana Scarsella,Female,1221,Surburban,Casual Cloths,TOM_BU,1299,1,18-08-2016,9,35691.6,38,11.5971
Viki Humeniuk,Female,1868.8,Surburban,Casual Cloths,TOM_BU,799,2,27-06-2017,6,4785.2,62,31.941
Domitila Weissmann,Male,2059.2,Rural,Casual Cloths,TOM_BU,799,2,04-05-2017,6,8363.6,26,-1.9275
Ivan Aronov,Female,2370,Urban,Casual Cloths,TOM_BU,2999,3,24-12-2015,3,19023.9,63,7.2268
Anabel Baldock,Female,2144.8,Surburban,Casual Cloths,TOM_BU,1097,2,24-12-2015,9,10941,20,21.5824
Carlton Blyler,Male,6804.26,Surburban,Casual Cloths,TOM_BU,398,1,26-04-2017,7,16628.5,3,9.3564
Rashida Vera,Male,8636,Rural,Casual Cloths,TOM_BU,799,3,26-04-2017,1,7249.2,26,19.2472
Sherron Knodel,Female,2779.2,Urban,Casual Cloths,TOM_BU,399,3,16-12-2017,1,24087,43,9.1764
Cora Mossing,Male,2836,Surburban,Casual Cloths,TOM_BU,799,1,16-12-2017,2,522.2,25,6.074
Altha Tischner,Female,855,Urban,Slippers,TOM_BU,799,2,16-12-2017,10,11742.5,66,8.208
Dortha Yaccarino,Female,3860,Rural,Casual Cloths,TOM_BU,1199,2,16-12-2017,9,17348.1,58,7.584
Diego Augle,Male,8504,Surburban,Casual Cloths,TOM_BU,399,1,27-12-2014,10,24789.1,44,-19.7712
Peggy Khov,Male,901,Urban,Casual Cloths,TOM_BU,1199,1,27-12-2014,11,26617.5,58,3.0016
Walton Yuki,Male,924,Surburban,Casual Cloths,TOM_BU,398,1,06-11-2017,3,443.8,3,43.7136
Vallie Yafaie,Female,2304.8,Surburban,Casual Cloths,TOM_BU,398,1,06-11-2017,10,12606.3,3,10.8864
Tony Diazdeleon,Male,1793.6,Urban,Casual Cloths,TOM_BU,1199,1,06-11-2017,1,36057.7,50,-10.6176
Val Villot,Male,5281,Urban,Casual Cloths,TOM_BU,799,1,06-11-2017,1,18368,60,6.3612
Mel Picciuto,Male,8773,Surburban,Casual Cloths,TOM_BU,699,1,06-11-2017,1,5155.5,54,-51.8272
Isabella Piatkowski,Male,49316.54,Urban,Casual Cloths,TOM_BU,499,1,16-12-2017,4,8794.8,40,5.184
Erasmo Rhea,Male,16401.24,Urban,Casual Cloths,TOM_BU,2999,2,07-05-2015,2,10953.6,63,-31.3722
Ivory Lohrenz,Female,9318.63,Surburban,Casual Cloths,TOM_BU,1199,1,07-05-2015,4,10692.5,50,5.3784
Nikita Walka,Male,6396,Rural,Casual Cloths,TOM_BU,399,2,04-12-2017,3,5636.4,43,-2.6936
Aleta Ligons,Male,4511.25,Surburban,Casual Cloths,TOM_BU,799,1,03-10-2017,1,19504.8,26,5.8708
Owen Jentzen,Male,577.5,Urban,Casual Cloths,TOM_BU,398,1,13-01-2014,9,7131.6,3,87.3504
Pauline Fling,Male,5360,Surburban,Casual Cloths,TOM_BU,899,1,12-06-2015,1,1327.2,55,7.2576
Tijuana Machalek,Male,1788.8,Rural,Casual Cloths,TOM_BU,249,1,12-06-2015,4,20540.8,8,4.3296
Ahmad Alsaqri,Male,2417.25,Rural,Casual Cloths,TOM_BU,799,1,12-07-2014,2,10991.4,56,13.8528
Jamika Conoly,Male,7862,Surburban,Casual Cloths,TOM_BU,899,1,12-07-2014,3,17507.7,47,3.8016
Derrick Dolloff,Female,849.75,Urban,Casual Cloths,TOM_BU,749,1,06-12-2014,9,13958,13,4.6746
Jacquelyne Reibman,Male,2376,Surburban,Casual Cloths,TOM_BU,899,1,06-12-2014,3,2623.6,55,-170.8038
Zachary Freeburger,Female,1949.25,Rural,Casual Cloths,TOM_BU,299,1,25-05-2016,7,3175.9,40,6.24
Sophia Gaucher,Male,1839.6,Rural,Casual Cloths,TOM_BU,999,2,25-05-2016,4,2625,65,9.2928
Isabelle Kono,Male,6227,Surburban,Casual Cloths,TOM_BU,799,1,25-05-2016,3,4657.1,12,152.118
Krystina Schlabaugh,Female,1143.79,Urban,Casual Cloths,TOM_BU,749,1,21-02-2016,2,6853,19,6.496
Rosita Ausdemore,Male,973.82,Surburban,Casual Cloths,TOM_BU,999,2,21-02-2016,1,938,56,8.983
Huey Stancil,Male,35068.45,Surburban,Casual Cloths,TOM_BU,749,1,21-02-2016,1,5075,16,10.9368
Elbert Fiorino,Female,1404,Urban,Casual Cloths,TOM_BU,398,3,02-10-2016,10,9824.5,3,16.5888
Pura Manciel,Male,6309,Urban,Casual Cloths,TOM_BU,1999,1,11-03-2017,10,6092.1,57,421.0824
Alesia Katie,Female,9816,Urban,Casual Cloths,TOM_BU,349,3,09-09-2016,1,20080.9,36,18.684
Reid Euresti,Female,12224.24,Urban,Casual Cloths,TOM_BU,299,1,21-06-2014,1,29474.2,31,8.4024
Charlette Brenning,Male,43448.14,Surburban,Casual Cloths,TOM_BU,398,1,21-06-2014,5,16716.7,3,0.6474
Celestina Keeny,Female,49527.61,Surburban,Casual Cloths,TOM_BU,799,1,21-06-2014,5,3886.4,26,28.7904
Mi Richan,Male,37995.5,Urban,Casual Cloths,TOM_BU,799,1,21-06-2014,5,1852.2,56,-172.4925
Francoise Rautenstrauch,Male,38868.42,Urban,Casual Cloths,TOM_BU,398,1,21-06-2014,3,195.3,3,3.8864
Kendra Loud,Female,1382.51,Urban,Casual Cloths,TOM_BU,499,1,21-06-2014,1,3307.5,20,-7.2048
Lourdes Bauswell,Female,1897.6,Rural,Casual Cloths,TOM_BU,1099,1,05-07-2015,1,5509,45,8.93
Hannah Edmison,Female,3944,Surburban,Suits,TOM_BU,1199,1,16-12-2017,12,8375.5,50,10.43
Tom Loeza,Male,44539.49,Urban,Casual Cloths,TOM_BU,799,1,08-09-2016,1,15180.9,53,62.244
Queenie Kramarczyk,Female,1375.72,Rural,Casual Cloths,TOM_BU,799,1,17-05-2014,5,17551.1,13,45.84
Hui Portaro,Female,983.59,Rural,Casual Cloths,TOM_BU,799,1,13-10-2017,1,2121,32,253.372
Josefa Opitz,Female,41013.08,Rural,Casual Cloths,TOM_BU,597,1,24-10-2014,7,17264.8,3,11.1384
Lea Steinhaus,Male,40963.19,Surburban,Casual Cloths,TOM_BU,1999,2,05-12-2016,11,6899.9,57,74.8098
Paola Vielma,Female,6498.19,Rural,Casual Cloths,TOM_BU,799,3,25-07-2016,6,4717.3,50,27.4365
Hortencia Bresser,Male,38335.4,Urban,Casual Cloths,TOM_BU,799,1,17-04-2017,2,11775.4,25,-9.223
Leanna Tijerina,Female,7064,Surburban,Casual Cloths,TOM_BU,799,1,17-04-2017,10,25971.4,56,-3399.98
Danilo Pride,Male,1487.64,Surburban,Casual Cloths,TOM_BU,1199,1,17-04-2017,2,1934.1,58,-15.8356
Apolonia Warne,Female,42481.64,Rural,Casual Cloths,TOM_BU,449,1,17-04-2017,2,20346.9,24,7.2576
Chandra Lagos,Male,16665.27,Surburban,Casual Cloths,TOM_BU,799,1,17-09-2015,1,31634.4,51,-103.266
Crissy Pacholec,Female,15137.92,Surburban,Casual Cloths,TOM_BU,599,1,23-08-2016,2,11279.8,41,-172.7328
Gianna Branin,Male,33783.52,Surburban,Casual Cloths,TOM_BU,799,1,23-08-2016,8,2439.5,26,-10.1736
Valentin Billa,Male,35288.98,Urban,Casual Cloths,TOM_BU,500,1,23-08-2016,1,19471.9,58,-33.32
Ilona Dudash,Female,5501.87,Urban,Casual Cloths,TOM_BU,899,1,08-11-2015,10,6668.9,55,0.2016
Willard Lablanc,Male,1402.78,Urban,Casual Cloths,TOM_BU,349,1,08-11-2015,1,1168.3,43,41.823
Lauryn Randol,Female,1306.4,Urban,Casual Cloths,TOM_BU,799,1,08-11-2015,7,11464.6,25,22.0077
Laurena Begin,Female,1306.4,Surburban,Casual Cloths,TOM_BU,1299,1,08-11-2015,5,5213.6,46,28.65
Corrie Kardell,Male,36815.29,Surburban,Casual Cloths,TOM_BU,597,1,08-11-2015,10,21394.1,3,17.6418
Kimberely Rabuse,Male,45368.15,Urban,Suits,TOM_BU,799,1,08-11-2015,10,12628.7,25,8.073
Tish Violett,Male,1599.6,Urban,Casual Cloths,TOM_BU,799,1,22-04-2017,10,20742.4,43,0
Hollis Stanfield,Male,2774.72,Surburban,Casual Cloths,TOM_BU,799,1,24-08-2014,6,5107.2,25,2.6936
Andree Christmann,Male,48202.92,Urban,Casual Cloths,TOM_BU,549,3,17-12-2017,10,21886.9,11,80.784
Lyla Fucillo,Male,47973,Urban,Casual Cloths,TOM_BU,799,1,24-03-2016,3,3368.4,32,25.198
Felton Yafuso,Female,37225.03,Surburban,Casual Cloths,TOM_BU,799,1,21-09-2015,7,17540.6,50,31.0912
Dell Polino,Male,62769.86,Urban,Casual Cloths,TOM_BU,799,1,21-09-2015,12,3462.2,25,7.5371
Nohemi Leko,Male,2060.05,Surburban,Casual Cloths,TOM_BU,597,1,21-11-2016,2,2958.9,3,-12.196
Tambra Lembke,Male,26313.6,Urban,Casual Cloths,TOM_BU,799,1,16-09-2017,10,4312.7,50,7.2576
Vicki Maikoksoong,Female,16984.87,Surburban,Casual Cloths,TOM_BU,799,1,11-06-2015,3,2470.3,62,10.203
Renato Airhart,Male,6037.73,Urban,Casual Cloths,TOM_BU,1299,2,11-06-2015,2,10368.4,46,16.6796
Lenita Darbro,Female,48878.65,Rural,Casual Cloths,TOM_BU,1199,1,11-06-2015,4,25.9,50,15.764
Barney Hagen,Male,12737.85,Surburban,Casual Cloths,TOM_BU,1299,2,11-06-2015,9,9326.8,46,15.552
Matthew Armacost,Male,18560.52,Surburban,Casual Cloths,TOM_BU,499,3,11-06-2015,9,17084.9,40,10.7892
Belen Nelton,Female,34445.49,Surburban,Casual Cloths,TOM_BU,799,1,03-10-2017,9,17315.2,25,-6.4233
Francesco Sarchet,Male,31396.97,Surburban,Casual Cloths,TOM_BU,799,1,11-09-2017,1,33000.1,25,6.2208
Paulene Rhule,Male,1844.3,Surburban,Casual Cloths,TOM_BU,799,1,11-09-2017,9,28762.3,25,10.8682
Miss Dunning,Female,63978.49,Surburban,Casual Cloths,TOM_BU,1099,3,30-04-2015,12,7700.7,45,-255.7425
Elfrieda Hinsch,Male,67786.85,Rural,Casual Cloths,TOM_BU,799,2,06-11-2017,8,11232.2,25,3.614
Edelmira Calzado,Male,46032.18,Surburban,Casual Cloths,TOM_BU,599,1,06-11-2017,1,5948.6,43,12.1348
Jaime Wasurick,Female,32815.84,Urban,Casual Cloths,TOM_BU,599,1,30-09-2014,5,5333.3,50,13.4925
Lera Hua,Female,50941.74,Urban,Casual Cloths,TOM_BU,799,1,02-04-2017,3,29717.8,25,70.006
Jame Mastro,Female,46428.72,Surburban,Casual Cloths,TOM_BU,499,1,02-04-2017,10,7730.1,30,129.6
Jillian Hailstone,Male,102713.24,Surburban,Casual Cloths,TOM_BU,799,1,06-10-2017,11,4829.3,39,2.9372
Louis Zarling,Male,41996.48,Surburban,Casual Cloths,TOM_BU,799,1,06-10-2017,7,11991,25,66.0736
Tammy Sams,Female,23358.42,Rural,Casual Cloths,TOM_BU,549,1,09-04-2016,4,12827.5,9,134.654
Willis Wylie,Female,35053.4,Surburban,Casual Cloths,TOM_BU,549,1,09-04-2016,2,18917.5,9,2.4288
Maxima Brzozowski,Male,22892.59,Surburban,Suits,TOM_BU,799,1,28-08-2015,7,6181.7,25,874.9875
Boris Latif,Male,30921.31,Urban,Casual Cloths,TOM_BU,499,1,19-10-2017,6,3422.3,40,4.3008
Salina Knavel,Female,13942.86,Surburban,Casual Cloths,TOM_BU,799,1,19-10-2017,5,15541.4,50,15.12
Justa Dini,Male,38399.19,Surburban,Casual Cloths,TOM_BU,799,1,19-10-2017,9,8117.9,25,10.3904
Amalia Wolfgang,Male,28391.95,Surburban,Casual Cloths,TOM_BU,799,1,19-10-2017,12,9445.1,25,-3.3506
Felix Tutterrow,Male,22624.4,Surburban,Casual Cloths,TOM_BU,799,1,07-11-2016,3,1136.8,25,22.4955
Eura Mcglocklin,Female,1856.01,Urban,Casual Cloths,TOM_BU,799,1,03-03-2017,11,1172.5,25,9.744
Lang Heuring,Male,86156.19,Surburban,Casual Cloths,TOM_BU,599,1,27-11-2015,2,11299.4,33,23.5116
Agustin Lakatos,Male,94502.28,Surburban,Casual Cloths,TOM_BU,799,1,27-11-2015,2,13456.8,25,7.3479
Jaime Lowrance,Female,104378.23,Surburban,Casual Cloths,TOM_BU,799,1,13-03-2017,3,16340.1,25,25.424
Carman Gudiel,Male,38138.35,Surburban,Casual Cloths,TOM_BU,1199,1,13-03-2017,1,3565.8,54,49.2576
Argelia Hofbauer,Female,31664.12,Urban,Casual Cloths,TOM_BU,1199,1,13-03-2017,1,17089.1,54,88.1295
Mammie Cisney,Male,99639.79,Surburban,Casual Cloths,TOM_BU,799,1,13-03-2017,8,3460.8,25,21.7728
Rashad Menino,Female,41548.88,Surburban,Casual Cloths,TOM_BU,799,1,13-03-2017,8,3434.2,25,138.3552
Janna Bastain,Male,2329.78,Urban,Casual Cloths,TOM_BU,799,2,30-11-2017,1,1088.5,31,82.992
Callie Neikirk,Male,31538.44,Surburban,Casual Cloths,TOM_BU,1199,1,17-11-2014,1,10658.9,54,792.2691
Coral Helmcamp,Male,20616.17,Surburban,Casual Cloths,TOM_BU,597,1,17-11-2014,1,14538.3,3,14.9292
Xenia Mushero,Male,28047.36,Urban,Casual Cloths,TOM_BU,499,1,17-11-2014,6,30580.9,50,26.565
Adelle Nitcher,Female,49104.46,Urban,Casual Cloths,TOM_BU,1199,1,03-01-2016,1,3415.3,54,28.615
Hildegarde Wehrwein,Male,55001.37,Surburban,Casual Cloths,TOM_BU,1299,1,03-10-2015,3,12005.7,46,18.4548
Phuong Sugai,Female,12328.65,Surburban,Casual Cloths,TOM_BU,597,1,20-07-2014,9,4557,3,38.5722
Leontine Lafoy,Male,60516.17,Rural,Casual Cloths,TOM_BU,1299,2,20-07-2014,2,23281.3,46,-14.229
Darell Mcalarney,Male,37784.46,Urban,Casual Cloths,TOM_BU,1299,2,20-07-2014,1,18599,46,-140.196
Madonna Landman,Male,39427.15,Surburban,Casual Cloths,TOM_BU,1199,1,21-05-2014,3,7386.4,58,10.5072
Gregg Epperheimer,Male,9777.6,Surburban,Casual Cloths,TOM_BU,799,2,04-09-2017,9,3807.3,56,15.1116
Yan Bubrig,Female,18399.29,Urban,Casual Cloths,TOM_BU,1299,1,27-05-2017,8,14328.3,46,28.0032
Stephanie Garlett,Male,31545.44,Urban,Casual Cloths,TOM_BU,1299,1,27-05-2017,10,13499.5,46,134.9925
Alberto Stenquist,Male,10209.35,Urban,Casual Cloths,TOM_BU,749,1,28-01-2014,10,7111.3,14,1.3257
Wayne Shivers,Male,5833,Urban,Casual Cloths,TOM_BU,799,1,09-02-2017,12,6752.2,56,-417.0936
Kristal Bothe,Female,25403.22,Surburban,Casual Cloths,TOM_BU,749,2,09-02-2017,10,1521.1,13,15.998
Florencia Stadel,Female,29389.95,Urban,Casual Cloths,TOM_BU,1299,1,09-02-2017,7,2307.2,46,-2.6892
Darrin Tumolillo,Female,35342.62,Surburban,Casual Cloths,TOM_BU,799,2,09-02-2017,9,13829.2,56,-32.48
Freeman Rudig,Female,35517.28,Surburban,Casual Cloths,TOM_BU,499,2,31-03-2017,1,3618.3,44,25.62
